sender_name,sender_dni,sender_phone,sender_email,sender_street,sender_city,sender_province,sender_postal_code,recipient_name,recipient_dni,recipient_phone,recipient_email,recipient_street,recipient_city,recipient_province,recipient_postal_code,weight_kg,package_type,shipment_type,time_window,delivery_method,is_fragile,special_instructions,receiving_branch_id,recipient_latitude,recipient_longitude
"Textil Porteño","30334456789","541177445566","","Av. Warnes 2400","Ciudad de Buenos Aires","Buenos Aires","C1416","Natalia Bravo","24556677","543514778811","natalia.b@gmail.com","Av. Donato Álvarez 700","Córdoba","Córdoba","X5000","35","box","normal","flexible","ultima_milla","false","","caba","-31.4335","-64.2168"
"Distribuidora Norte","30445567890","541188556677","despacho@distnorte.com","Av. Congreso 3200","Ciudad de Buenos Aires","Buenos Aires","C1428","Sebastián Cabrera","31667788","543514990022","","Av. Colón 1500","Córdoba","Córdoba","X5000","32","box","normal","afternoon","ultima_milla","false","","caba","-31.4165","-64.1840"
"Repuestos del Plata","30556678901","541199667788","","Av. La Plata 1900","Ciudad de Buenos Aires","Buenos Aires","C1235","Claudia Medina","23778899","543514112366","claudia.m@empresa.com","9 de Julio 800","Córdoba","Córdoba","X5000","30","box","normal","flexible","ultima_milla","false","","caba","-31.4195","-64.1852"
"Farmacorp SA","30112234567","541155223344","logistica@farmacorp.com.ar","Av. Pueyrredón 1400","Ciudad de Buenos Aires","Buenos Aires","C1118","Eugenia Méndez","31889977","542614332211","","Las Heras 980","Mendoza","Mendoza","M5500","12","box","normal","flexible","ultima_milla","false","","caba","-32.8858","-68.8308"
"Cono Sur Editorial","30223345678","541166334455","envios@conosur.com.ar","Corrientes 2100","Ciudad de Buenos Aires","Buenos Aires","C1045","Tomás Villafuerte","29001234","542614445522","tomas.v@gmail.com","Av. San Martín 1800","Mendoza","Mendoza","M5500","10","box","normal","morning","ultima_milla","false","","caba","-32.8820","-68.8482"
"Textil Porteño","30334456789","541177445566","","Av. Warnes 2400","Ciudad de Buenos Aires","Buenos Aires","C1416","Marcela Gutiérrez","27113456","542614556633","","Av. España 900","Mendoza","Mendoza","M5500","14","box","normal","flexible","ultima_milla","false","","caba","-32.8938","-68.8423"
"Distribuidora Norte","30445567890","541188556677","despacho@distnorte.com","Av. Congreso 3200","Ciudad de Buenos Aires","Buenos Aires","C1428","Roberto Acuña","25224567","542614667744","","Rivadavia 2100","Mendoza","Mendoza","M5500","11","box","express","morning","ultima_milla","false","","caba","-32.8905","-68.8241"
"Repuestos del Plata","30556678901","541199667788","","Av. La Plata 1900","Ciudad de Buenos Aires","Buenos Aires","C1235","Silvina Torres","28335678","542614778855","silvina.t@trabajo.com","Belgrano 1400","Mendoza","Mendoza","M5500","15","box","normal","afternoon","ultima_milla","false","","caba","-32.8932","-68.8177"
"Farmacorp SA","30112234567","541155223344","logistica@farmacorp.com.ar","Av. Pueyrredón 1400","Ciudad de Buenos Aires","Buenos Aires","C1118","Carlos Ponce","22446789","542614889966","","Granaderos 800","Mendoza","Mendoza","M5500","10","box","normal","flexible","ultima_milla","false","","caba","-32.8785","-68.8220"
"Cono Sur Editorial","30223345678","541166334455","envios@conosur.com.ar","Corrientes 2100","Ciudad de Buenos Aires","Buenos Aires","C1045","Daniela Pereyra","30557890","542614001077","daniela.p@empresa.com","Montecaseros 1500","Mendoza","Mendoza","M5500","13","box","normal","flexible","ultima_milla","false","","caba","-32.8867","-68.8189"
"Textil Porteño","30334456789","541177445566","","Av. Warnes 2400","Ciudad de Buenos Aires","Buenos Aires","C1416","Horacio Díaz","27668901","542614112188","","Primitivo de la Reta 600","Mendoza","Mendoza","M5500","12","box","express","morning","ultima_milla","false","","caba","-32.8853","-68.8374"
"Distribuidora Norte","30445567890","541188556677","despacho@distnorte.com","Av. Congreso 3200","Ciudad de Buenos Aires","Buenos Aires","C1428","Lorena Vega","24779012","542614223299","","Av. Del Libertador 3000","Mendoza","Mendoza","M5500","10","box","normal","flexible","ultima_milla","false","","caba","-32.8786","-68.8449"
"Repuestos del Plata","30556678901","541199667788","","Av. La Plata 1900","Ciudad de Buenos Aires","Buenos Aires","C1235","Adrián Soria","31880123","542614334310","adrian.s@gmail.com","Perito Moreno 1200","Mendoza","Mendoza","M5500","14","box","normal","afternoon","ultima_milla","false","","caba","-32.9015","-68.8362"
"Farmacorp SA","30112234567","541155223344","logistica@farmacorp.com.ar","Av. Pueyrredón 1400","Ciudad de Buenos Aires","Buenos Aires","C1118","Verónica Suárez","28991234","542614445421","vero.suarez@empresa.com","San Lorenzo 700","Mendoza","Mendoza","M5500","11","box","normal","flexible","ultima_milla","false","","caba","-32.8978","-68.8292"
"Cono Sur Editorial","30223345678","541166334455","envios@conosur.com.ar","Corrientes 2100","Ciudad de Buenos Aires","Buenos Aires","C1045","Nicolás Aranda","26102345","542614556532","","Chile 1500","Mendoza","Mendoza","M5500","15","box","normal","morning","ultima_milla","false","","caba","-32.8843","-68.8331"
"Textil Porteño","30334456789","541177445566","","Av. Warnes 2400","Ciudad de Buenos Aires","Buenos Aires","C1416","Florencia Ruiz","29213456","542614667643","florencia.r@gmail.com","Necochea 2200","Mendoza","Mendoza","M5500","12","box","normal","flexible","ultima_milla","false","","caba","-32.8919","-68.8103"
"Distribuidora Norte","30445567890","541188556677","despacho@distnorte.com","Av. Congreso 3200","Ciudad de Buenos Aires","Buenos Aires","C1428","Gustavo Ortiz","27324567","542614778754","","Comodoro Rivadavia 900","Mendoza","Mendoza","M5500","13","box","normal","flexible","ultima_milla","false","","caba","-32.9105","-68.8195"
"Repuestos del Plata","30556678901","541199667788","","Av. La Plata 1900","Ciudad de Buenos Aires","Buenos Aires","C1235","Carolina Ramos","31435678","542614889865","","Aristides Villanueva 600","Mendoza","Mendoza","M5500","10","box","express","morning","ultima_milla","false","","caba","-32.8872","-68.8389"
"Farmacorp SA","30112234567","541155223344","logistica@farmacorp.com.ar","Av. Pueyrredón 1400","Ciudad de Buenos Aires","Buenos Aires","C1118","Eduardo Leiva","25546789","543754001122","","Av. Mitre 1600","Posadas","Misiones","N3300","20","box","express","morning","ultima_milla","false","","caba","-27.3671","-55.8920"
"Cono Sur Editorial","30223345678","541166334455","envios@conosur.com.ar","Corrientes 2100","Ciudad de Buenos Aires","Buenos Aires","C1045","Mónica Paz","29657890","543754112233","monica.p@empresa.com","Junín 800","Posadas","Misiones","N3300","18","box","express","morning","ultima_milla","false","","caba","-27.3735","-55.8842"
"Textil Porteño","30334456789","541177445566","","Av. Warnes 2400","Ciudad de Buenos Aires","Buenos Aires","C1416","Javier Meza","27768901","543754223344","","San Martín 1200","Posadas","Misiones","N3300","22","box","express","flexible","ultima_milla","false","","caba","-27.3789","-55.8963"
"Distribuidora Norte","30445567890","541188556677","despacho@distnorte.com","Av. Congreso 3200","Ciudad de Buenos Aires","Buenos Aires","C1428","Romina Cabral","24879012","543754334455","romina.c@gmail.com","Córdoba 900","Posadas","Misiones","N3300","15","box","express","morning","ultima_milla","false","","caba","-27.3612","-55.8987"
"Repuestos del Plata","30556678901","541199667788","","Av. La Plata 1900","Ciudad de Buenos Aires","Buenos Aires","C1235","Ignacio Fleitas","31980123","543754445566","","Av. Costanera 2500","Posadas","Misiones","N3300","25","box","normal","morning","ultima_milla","false","","caba","-27.3502","-55.9124"
"Farmacorp SA","30112234567","541155223344","logistica@farmacorp.com.ar","Av. Pueyrredón 1400","Ciudad de Buenos Aires","Buenos Aires","C1118","Graciela Domínguez","28091234","543754556677","graciela.d@trabajo.com","Entre Ríos 600","Posadas","Misiones","N3300","19","box","express","afternoon","ultima_milla","false","","caba","-27.3658","-55.8891"
"Cono Sur Editorial","30223345678","541166334455","envios@conosur.com.ar","Corrientes 2100","Ciudad de Buenos Aires","Buenos Aires","C1045","Raúl Ibáñez","26102345","543754667788","","Félix de Azara 1800","Posadas","Misiones","N3300","21","box","express","morning","ultima_milla","false","","caba","-27.3820","-55.9014"
"Textil Porteño","30334456789","541177445566","","Av. Warnes 2400","Ciudad de Buenos Aires","Buenos Aires","C1416","Sandra Ledesma","29213456","543754778899","sandra.l@empresa.com","Quaranta 1100","Posadas","Misiones","N3300","17","box","normal","flexible","ultima_milla","false","","caba","-27.3725","-55.9072"
"Distribuidora Norte","30445567890","541188556677","despacho@distnorte.com","Av. Congreso 3200","Ciudad de Buenos Aires","Buenos Aires","C1428","Luis Báez","27324567","543754889900","","Av. Mitre 2200","Posadas","Misiones","N3300","23","box","express","morning","ultima_milla","false","","caba","-27.3695","-55.8934"
"Repuestos del Plata","30556678901","541199667788","","Av. La Plata 1900","Ciudad de Buenos Aires","Buenos Aires","C1235","Paola Acosta","24435678","543754001011","paola.a@gmail.com","San Martín 800","Posadas","Misiones","N3300","16","box","express","morning","ultima_milla","false","","caba","-27.3748","-55.9051"
"Farmacorp SA","30112234567","541155223344","logistica@farmacorp.com.ar","Av. Pueyrredón 1400","Ciudad de Buenos Aires","Buenos Aires","C1118","Héctor Yambay","31546789","543754112122","","Junín 1400","Posadas","Misiones","N3300","20","box","express","morning","ultima_milla","false","","caba","-27.3667","-55.9008"
"Cono Sur Editorial","30223345678","541166334455","envios@conosur.com.ar","Corrientes 2100","Ciudad de Buenos Aires","Buenos Aires","C1045","Beatriz Centurión","28657890","543754223233","beatriz.c@empresa.com","Córdoba 1500","Posadas","Misiones","N3300","22","box","normal","afternoon","ultima_milla","false","","caba","-27.3631","-55.8960"
"Textil Porteño","30334456789","541177445566","","Av. Warnes 2400","Ciudad de Buenos Aires","Buenos Aires","C1416","Miguel Ramírez","26768901","543754334344","","Entre Ríos 1200","Posadas","Misiones","N3300","18","box","express","morning","ultima_milla","false","","caba","-27.3713","-55.8878"
"Distribuidora Norte","30445567890","541188556677","despacho@distnorte.com","Av. Congreso 3200","Ciudad de Buenos Aires","Buenos Aires","C1428","Iris Montiel","29879012","543754445455","iris.m@trabajo.com","Ayacucho 700","Posadas","Misiones","N3300","19","box","express","morning","ultima_milla","false","","caba","-27.3757","-55.9036"
"Repuestos del Plata","30556678901","541199667788","","Av. La Plata 1900","Ciudad de Buenos Aires","Buenos Aires","C1235","Alberto Amarilla","27980123","543754556566","","San Martín 2000","Posadas","Misiones","N3300","24","box","express","morning","ultima_milla","false","","caba","-27.3645","-55.9082"
